index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
3077,-0.017141392377951127,-0.1134390080919477,0.13487590319998238,0.08936762941220613,0.23211456203168992,-0.08255817378577437,-0.21591155843215953,0.3550398920419597,0.12421643236571202,0.05690558274248109,-0.04989192042358246,-0.12107310409381648,0.06945297736522812,-0.028847928099420408,0.04939905910496132,0.018753733979715973,-0.03456614343022241,0.26641618229060743,0.28365458950184574,0.28535189983741466,-0.16909889849231904,0.12892920757446155,-0.12508865621832238,0.16286640120504672,0.07581831921595163,0.05044685248198645,-0.0029860710957214896,-0.12275917260976002,0.17178614987137034,0.10507918471053243,-0.25562688439185605,-0.004781885248137183,0.11963346857845743,0.007998209001487967,-0.35455162741134383,-0.09234682706909589,-0.16750016815898472,0.4617774537946487,-0.19957262099356252,0.03370705718228143,-0.15199004948475928,0.13432372581818988,0.059961005471190564,0.043526555547456235,0.00635811480840164,-0.07310976547930287,-0.08446746391654547,0.4676812795621454,-0.12151071351653607,-0.04304967852185578,0.2035084062387007,0.12455607138621663,-0.02574099589288954,0.02304205178641183,0.032319411521384574,-0.1155059057008028,0.03162907694090444,0.03159767690735416,0.17014591084574401,0.34969401529196786
510,-0.009286967605648273,-0.027075995198049395,-0.042427831639068186,-0.07592798383659988,0.1110976051907108,-0.03771264496610126,0.09182156671544942,0.3718726916364885,-0.05102558828932527,0.060019819753523614,0.06264828521456169,-0.10669524141234925,0.1336556625277772,0.01704532890028597,-0.03717279972517225,-0.11891595183765528,-0.03449858319047724,0.2822006980738355,0.12112112835378956,-0.0351444390770065,-0.03099109200867416,-0.07849455567856652,0.14336641530603275,-0.031935425563293554,0.2474474662889213,0.004708767771883173,-0.024840779193905097,-0.20737712875766698,-0.01352995695609061,0.05368914904792075,0.29806450889223635,0.015220990174967199,-0.20600911363376148,0.10394208350009884,-0.04867528642371598,-0.054083911585381166,-0.09568338029279654,0.10194486369574196,-0.10209222783375833,0.0525779344635728,-0.05032299922725711,-0.06592621783238821,0.051538322609762016,0.13859713025842665,-0.031446550822171355,-0.007322477766084428,-0.04783121241940585,0.10102353875210016,-0.11541566673043605,-0.09901743995999522,0.24062016073491796,0.04890463976498553,-0.10144282128064666,0.10739145493883602,-0.07659408769165071,-0.22499019609049847,-0.05248180264279215,-0.11013791267103594,0.07537843501929589,0.04767597739724662
5127,0.2741742630459006,-0.1711242468694121,0.2957176533444218,0.06696880951406856,-0.1754781992543632,0.05923557999373124,-0.32625070708448145,0.0481433957908581,-0.3197817986939725,0.2179070324695479,0.20143016022247015,0.15431318637999147,0.16393829260310336,-0.18517866253668672,-0.07953421684395917,0.057157880670024114,0.35116689704453896,0.47316022867327984,0.0752009764496852,0.18945422441350204,-0.42517126574321606,0.22399095343149822,-0.22408837600186127,-0.2227879836109522,-0.13054207499237636,0.18657814671578318,-0.0268787448658385,-0.37694348213318113,0.3236870747081294,0.10800345663010637,0.026615363131202708,-0.10691850715772083,-0.04054071974748683,0.15180037672976582,0.42075232021807873,0.17085675862789654,-0.07221758704946979,0.34918030810778106,-0.052281677606340324,-0.024325022623706866,0.23234912963183632,0.06489194399138046,0.45400612754899955,0.058540379450609054,-0.12374274850912113,0.031825453897451825,0.11087255941183045,0.24908035449221932,-0.08757657168321979,0.04745723119879648,-0.11627202242507315,0.18105927935416755,0.39686295764356094,-0.0897940127642142,-0.08930771055094315,-0.4452242516821921,-0.04598774116457722,-0.7648559065264964,-0.03247044526243368,0.6382135178118687
5129,0.14649587263266978,-0.0297211638850652,-0.13727821196996404,-0.0690255799647323,-0.02420925574763387,0.03931258765542358,-0.09365070163694086,0.10493005982445382,-0.03484489590712577,0.07073914226800618,-0.03708789663264573,0.13261156771924218,-0.02446293877677422,-0.052264811659497916,0.011222897634266926,0.16648568837943747,-0.12616134997369827,0.09099184432494492,0.059458253613477265,0.13587343857042364,-0.1715501771441987,-0.02760554214003949,-0.08803862055044409,0.06883127626779485,-0.174760851249205,-0.07767866508474089,-0.07614643714002313,-0.1639155870187144,-0.0457418635354234,0.22259061677773534,0.1163794709085084,-0.1991249359646497,0.005739122349740451,0.029804361733625988,-0.13820044311997834,-0.02809695921570575,0.003639317601976522,0.2343929085429695,-0.17448415982098978,0.15181112325392743,0.016352932438143696,-0.014815294302700593,-0.0646868272035207,-0.003887931859770058,-0.17681953571210116,0.13310558567433348,-0.011966551101408584,-0.019388288042295067,0.18656777663781682,0.035896996806032845,0.15834289548773464,0.04747473066800717,-0.006502279682265467,-0.00954928281654647,-0.06589893956690471,-0.1870823935557256,0.290181060569738,0.15425795133778825,-0.4283933063183331,0.3104055224862632
4618,0.11398269436409621,-0.12576287762558497,-0.271471607472466,0.05912182452644058,-0.32549742463750453,-0.10071281336540704,-0.28561874219798866,0.013884845462259189,-0.01292439352902687,-0.0953805445825829,0.17788600371675786,-0.1781954897901211,0.1579895838692912,5.03267727189645e-05,0.2040654112796767,0.1743898907200943,-0.3463626638355938,-0.07387967915486082,-0.07376391425727553,0.003925934969001882,-0.2154302493259446,-0.10002804958328292,0.006357779005787422,0.1697710547302035,-0.11336431535808321,-0.2284718409215534,-0.15952426810391263,-0.0013535797550092903,-0.12803618024468608,0.07485547330809551,-0.00021295637575370708,0.07241169230517666,0.18111355950864982,0.0075935159236166306,-0.17434861006715277,-0.42585386626973254,-0.2191300975149593,0.3348927772414629,-0.09460666722933234,0.44241850164915436,-0.19380818010269005,-0.4431659775067696,0.1715907898103769,-0.2290807277510412,-0.24933071744930968,0.04780779984265207,-0.21178950992751727,-0.10174869445812366,-0.03573582491605301,0.09579025134359213,0.15413456463419972,-0.1549647523476821,0.05246706701030643,-0.11163047096345137,-0.3150758785844093,0.22073320122907963,-0.06970898073881149,0.35156957798244637,-0.12425653439277505,0.07176999443082074
522,0.43258362735199546,-0.06530837303388469,-0.2297708227529331,-0.24130780632693155,0.022946038536918865,0.2915310929059479,-0.21562816809154295,0.09571878949690837,-0.30286415136637596,-0.20357472146408398,-0.48451180610949085,0.2615091015824205,-0.5141820676184711,0.04346535274675136,-0.23981700685878488,0.09393170717058351,-0.4679842758430733,-0.3547910906316689,0.23784550320385514,-0.19475052733757853,0.24348521202865533,-0.14090095045362416,0.047247672163091725,0.31915388418144586,0.08991304993852918,-0.0722032536588199,0.26082640480230357,0.14799292023677466,-0.0793863539974857,0.16348724578742235,0.4044181080361401,-0.028380437518454812,-0.31386933656500926,-0.27489454814039954,0.023673893410440648,-0.09157550278029361,-0.34106047122067495,0.2673740913736435,0.23765504676755833,-0.11279020812871264,0.14354129679677244,0.14841381388567268,-0.13716124636549312,-0.23985834303768644,0.24046992330055375,0.3870538083327379,0.10738249147206692,-0.17710886871940326,0.5914665210254391,0.016773185143356694,0.30886429522895376,-0.13318502457428133,-0.34037444159214103,0.029644809590924373,-0.14718954036524798,0.18982479041822417,-0.34224441260469246,0.4731097731935283,-0.3413260585801604,0.0282276146621171
4109,0.3659349874763352,-0.059499252742322095,0.7336330060177642,-0.5454929601973445,0.5848876901924743,-1.1271977404205382,-0.18740996137226698,-0.47405868176654925,0.3083509957775568,0.2445033445844366,1.3048580648632377,0.7844253789765037,0.09002657715106654,0.22008899816666896,-0.5051608192681784,-0.6641701707482763,0.3632328042757583,0.3697210548272551,-0.008589701014004216,0.174206560254772,1.1932872438872821,1.3747972784644336,0.6993880338401123,-0.3717283531264028,-0.5659962879301704,-0.4039590489049861,0.920127622343224,-0.858785485496011,-0.5708006351926469,0.324913114759541,0.47138733248287423,-0.8603258510111118,-0.9723934573039481,0.3405111040370989,-0.06451476443578397,-1.1648727710802371,0.10351803296931972,-0.13579689633008057,0.5958807167169514,-0.7558783139042003,0.6490045712865031,-0.08919640545193043,0.3071872474449965,0.9323274316672752,-0.4751773902642093,0.1762262716364199,0.6049465778299576,0.5484816152557106,1.1166936651653014,0.05597415280865597,0.220097963906684,-0.1937991011797427,0.11571882476451024,0.33783488856865557,-0.8067325554512402,-0.5115003535865661,-0.39122981404599694,-0.5768257237049801,-1.1783202988578911,-1.0702552761337227
17,0.12576949188086042,-0.04375451341170214,0.024591949520694302,-0.02848267596398167,0.1347717238648436,0.06472493915145056,0.08609756424047539,0.14465916660529093,0.09692078783584739,0.052925707228481736,0.0683211525179952,0.08555364205450058,-0.01873305707312692,-0.03197289975833292,-0.0004909851822223598,-0.08516376824273818,-0.1130531980194228,-0.03599052415579869,0.16599185088661667,-0.018457999325963145,-0.1566946412933884,0.0666012624187263,-0.054288783976472924,0.011926821752869474,0.01994852937666642,-0.10379182977814737,0.049400428472395556,-0.09326630512146722,0.1031460257611,0.014817600394583814,0.12319066734023527,-0.1633779985773204,-0.14802229070510195,-0.06444658262866167,-0.04100813555862411,0.0866937825815981,-0.14524930098364594,0.16408816342725832,-0.029546863164720102,-0.05101981467288791,-0.012251516088747734,-0.06284660586083385,0.17645112556861547,-0.05065150647385968,-0.029555119340574743,0.05868201745362516,0.063524937213881,0.01599286471069647,0.1579575225224311,-0.02076182196967796,0.061603583745378276,0.07883979756575304,0.0035392522572908164,0.13489978185939613,-0.005430478358702618,-0.05027059021685469,-0.060098457451707395,0.08655404935964277,-0.10145787024767702,-0.019178307358910327
530,-0.05858676685707019,-0.2950798159527289,-0.04010725178273633,-0.04317006131020524,0.0516622472005782,-0.05908194573935454,0.058594061775252476,0.12312646135752647,-0.05414061638466368,0.08679583349234819,0.06300166870133525,0.062229294944705034,0.058270878423959706,0.09370320542693762,0.06411964639222799,-0.054623491737479934,0.04284182833788752,0.08792058183029107,0.024033736943372075,-0.21485443304640692,-0.09898843035696706,0.15213727409016542,-0.14764905435762427,-0.13396614220409347,0.09244945227827273,-0.09589587021363556,0.09935674594931601,-0.12074525980143119,0.04075868389507791,-0.06324606234984075,0.17292177509996703,-0.051978541807461774,-0.0450104861650913,0.01159341202456475,-0.14301673158014042,-0.19234202739086792,-0.08869997730135083,0.2244121189084581,-0.04899329241255798,-0.17397166779144108,-0.2229201091067302,-0.04586752019179472,0.199899700911042,0.23478434568612444,0.06439098048639949,0.014023103658059437,0.0803699972909831,-0.008220819044544558,-0.05588965270317275,-0.12430485007285537,0.013965290904775555,0.07277038041036225,-0.09389805203766091,0.3386764798125795,-0.08421022573077655,0.005523586374396429,-0.08117429446475267,0.1440818870650296,0.0028632630142394577,0.09143720149867234
3092,-0.08513164398707612,-0.30165505768750817,-0.2929281244879206,-0.064115781266575,-0.25694845266898503,0.2624323962994075,-0.005964114924206704,0.31022321534867375,-0.14302288793189633,-0.22226993890987248,-0.15224599934228789,0.6191760459471602,-0.13646911671719403,-0.21117901536550276,-0.08220028745320959,-0.04087132262014621,-0.030476355812004554,-0.18653947200993076,0.2508412351668879,0.11771062229020521,-0.4674891541160964,0.2197288640458944,-0.15301826222484663,-0.2246375220346088,0.03547804544326283,-0.5131811798086358,-0.2368855466528869,-0.24904033294462388,-0.025679033220451723,0.014709252507272697,0.09818718743413911,-0.21661953393174246,-0.24363068813403566,-0.05198895646309134,-0.04087751487028344,0.3632312266221452,-0.3244840859406714,0.057138817969343635,0.0025389972952713055,-0.0700562361319819,0.37324547537461666,-0.08740221338212678,0.34347662422990827,-0.008568868191482362,-0.1375424655457168,0.07382597811165134,0.33790336081519967,-0.6849547693313718,-0.039340594588745434,-0.4567629808487611,-0.2827926491208569,0.4574749952289873,0.10032955012572507,0.17560089733759948,0.041364468609241416,-0.0013197541842028219,0.017797286281017472,0.008011975712304581,0.048476053298054975,-0.32174969713083584
